year,session_date,seed_url,discovered_url,host,resource_type,resource_keywords,official_indycar_host,priority_score,source_of_discovery,manual_review_status,notes
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/></use>                                                    </svg>                                                    <p>Overall Results</p>                                                </a>                                                <a href=,www.indycar.com,RESULTS_CANDIDATE,result;results,True,6,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/></use>                                                    </svg>                                                    <p>Results</p>                                                </a>                                                <a href=,www.indycar.com,RESULTS_CANDIDATE,result;results,True,6,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/></use>                                                    </svg>                                                    <p>Section Results</p>                                                </a>                                                <a href=,www.indycar.com,RESULTS_CANDIDATE,result;results,True,6,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/>Average Speed</th>                                        </tr>                                    </thead>                                    <tbody></tbody>                                </table>                            </div>                        </div>                    </div>                </div>                <!-- DRIVER RESULTS SECTION -->                <div id=,www.indycar.com,RESULTS_CANDIDATE,result;results,True,6,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/>Gap</th>                                    </tr>                                </thead>                                <tbody></tbody>                            </table>                        </div>                    </div>                </div>                <!-- SEASON RESULTS SECTION -->                <div id=,www.indycar.com,RESULTS_CANDIDATE,result;results,True,6,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/Download Combined Results,www.indycar.com,RESULTS_CANDIDATE,result;results,True,6,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/Download Overall Results,www.indycar.com,RESULTS_CANDIDATE,result;results,True,6,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/Download Results,www.indycar.com,RESULTS_CANDIDATE,result;results,True,6,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/Download Section Results,www.indycar.com,RESULTS_CANDIDATE,result;results,True,6,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/all-drivers-results-table,www.indycar.com,RESULTS_CANDIDATE,result;results,True,6,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/all-drivers-results-table-container,www.indycar.com,RESULTS_CANDIDATE,result;results,True,6,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/all-races-results-table,www.indycar.com,RESULTS_CANDIDATE,result;results,True,6,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/all-races-results-table-container,www.indycar.com,RESULTS_CANDIDATE,result;results,True,6,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/combined-results-btn,www.indycar.com,RESULTS_CANDIDATE,result;results,True,6,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/driver-practice-results-table,www.indycar.com,RESULTS_CANDIDATE,result;results,True,6,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/driver-practice-results-table-container,www.indycar.com,RESULTS_CANDIDATE,result;results,True,6,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/driver-race-results-table,www.indycar.com,RESULTS_CANDIDATE,result;results,True,6,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/driver-race-results-table-container,www.indycar.com,RESULTS_CANDIDATE,result;results,True,6,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/dropdown-results,www.indycar.com,RESULTS_CANDIDATE,result;results,True,6,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/gtm.js,www.indycar.com,JAVASCRIPT,result;results,True,6,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/main-link-desktop-results,www.indycar.com,RESULTS_CANDIDATE,result;results,True,6,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/overall-results-btn,www.indycar.com,RESULTS_CANDIDATE,result;results,True,6,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/practice-results-table,www.indycar.com,RESULTS_CANDIDATE,result;results,True,6,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/practice-results-table-container,www.indycar.com,RESULTS_CANDIDATE,result;results,True,6,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/race-results-container,www.indycar.com,RESULTS_CANDIDATE,result;results,True,6,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/race-results-table,www.indycar.com,RESULTS_CANDIDATE,result;results,True,6,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/race-results-table-container,www.indycar.com,RESULTS_CANDIDATE,result;results,True,6,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/results-btn,www.indycar.com,RESULTS_CANDIDATE,result;results,True,6,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/results-container,www.indycar.com,RESULTS_CANDIDATE,result;results,True,6,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/results-gap-container,www.indycar.com,RESULTS_CANDIDATE,result;results,True,6,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/results-menu,www.indycar.com,RESULTS_CANDIDATE,result;results,True,6,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/season-results-table,www.indycar.com,RESULTS_CANDIDATE,result;results,True,6,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/season-results-table-container,www.indycar.com,RESULTS_CANDIDATE,result;results,True,6,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/section-results-btn,www.indycar.com,RESULTS_CANDIDATE,result;results,True,6,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/tabs-details-container tabs-results-container,www.indycar.com,RESULTS_CANDIDATE,result;results,True,6,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://epaddock.indycar.com/docs/default-source/rules-regulations-and-policies/indycar-rulebook.pdf,epaddock.indycar.com,PDF,,True,4,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/-/media/Files/Current-Schedule.pdf,www.indycar.com,PDF,,True,4,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/Standings,www.indycar.com,OTHER,standings,True,2,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/Standings?standings=EngineManufacturer,www.indycar.com,OTHER,standings,True,2,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/Standings?standings=FirestonePitStopPerformanceAward,www.indycar.com,OTHER,standings,True,2,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/Standings?standings=P1Award,www.indycar.com,OTHER,standings,True,2,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://www.indycar.com/Standings?standings=Rookies,www.indycar.com,OTHER,standings,True,2,HTML_LINK_OR_SOURCE,UNREVIEWED,
2022,2022-05-21,https://www.indycar.com/results/ntt-indycar-series/2022/106th-running-of-the-indianapolis-500/qualifications---day-1,https://cdn.userway.org/widget.js,cdn.userway.org,JAVASCRIPT,,False,0,HTML_LINK_OR_SOURCE,UNREVIEWED,
