path,file_type,dataset_rows,field,nonempty_count,unique_nonempty_count,example_values
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[0].results.entry[23].startposition,0,0,
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[0].rank,1,1,1
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[0].startposition,0,0,
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[1].rank,1,1,2
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[1].startposition,0,0,
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[2].rank,1,1,3
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[2].startposition,0,0,
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[3].rank,1,1,4
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[3].startposition,0,0,
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[4].rank,1,1,5
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[4].startposition,0,0,
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[5].rank,1,1,6
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[5].startposition,0,0,
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[6].rank,1,1,7
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[6].startposition,0,0,
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[7].rank,1,1,8
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[7].startposition,0,0,
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[8].rank,1,1,9
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[8].startposition,0,0,
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[9].rank,1,1,10
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[9].startposition,0,0,
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[10].rank,1,1,11
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[10].startposition,0,0,
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[11].rank,1,1,12
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[11].startposition,0,0,
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[12].rank,1,1,13
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[12].startposition,0,0,
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[13].rank,1,1,14
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[13].startposition,0,0,
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[14].rank,1,1,15
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[14].startposition,0,0,
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[15].rank,1,1,16
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[15].startposition,0,0,
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[16].rank,1,1,17
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[16].startposition,0,0,
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[17].rank,1,1,18
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[17].startposition,0,0,
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[18].rank,1,1,19
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[18].startposition,0,0,
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[19].rank,1,1,20
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[19].startposition,0,0,
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[20].rank,1,1,21
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[20].startposition,0,0,
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[21].rank,1,1,22
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[21].startposition,0,0,
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[22].rank,1,1,23
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[1].results.entry[22].startposition,0,0,
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[2].results.entry[0].rank,1,1,1
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[2].results.entry[0].startposition,0,0,
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[2].results.entry[1].rank,1,1,2
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[2].results.entry[1].startposition,0,0,
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[2].results.entry[2].rank,1,1,3
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[2].results.entry[2].startposition,0,0,
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[2].results.entry[3].rank,1,1,4
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[2].results.entry[3].startposition,0,0,
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[2].results.entry[4].rank,1,1,5
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[2].results.entry[4].startposition,0,0,
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[2].results.entry[5].rank,1,1,6
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[2].results.entry[5].startposition,0,0,
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[2].results.entry[6].rank,1,1,7
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[2].results.entry[6].startposition,0,0,
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[2].results.entry[7].rank,1,1,8
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[2].results.entry[7].startposition,0,0,
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[2].results.entry[8].rank,1,1,9
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[2].results.entry[8].startposition,0,0,
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[2].results.entry[9].rank,1,1,10
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[2].results.entry[9].startposition,0,0,
weather/evidence/rescue/official_lane_queue_live_resources/current_trackactivityleaderboardfeed_nxt.json,json,,trackactivity.event[0].sessions.session[2].results.entry[10].rank,1,1,11
